1,00010242fe8c5a6d1ba2dd792cb16214
2,00018f77f2f0320c557190d7a144bdd3
3,000229ec398224ef6ca0657da4fc703e
4,00024acbcdf0a6daa1e931b038114c75
5,00042b26cf59d7ce69dfabb4e55b4fd9
6,00048cc3ae777c65dbb7d2a0634bc1ea
7,00054e8431b9d7675808bcb819fb4a32
8,000576fe39319847cbb9d288c5617fa6
9,0005a1a1728c9d785b8e2b08b904576c
10,0005f50442cb953dcd1d21e1fb923495
11,00061f2a7bc09da83e415a52dc8a4af1
12,00063b381e2406b52ad429470734ebd5
13,0006ec9db01a64e59a68b2c340bf65a7
14,0008288aa423d2a3f00fcb17cd7d8719
15,0009792311464db532ff765bf7b182ae
16,0009c9a17f916a706d71784483a5d643
17,000aed2e25dbad2f9ddb70584c5a2ded
18,000c3e6612759851cc3cbb4b83257986
19,000e562887b1f2006d75e0be9558292e
20,000e63d38ae8c00bbcb5a30573b99628
21,000e906b789b55f64edcb1f84030f90d
22,000f25f4d72195062c040b12dce9a18a
23,001021efaa8636c29475e7734483457d
24,0010b2e5201cc5f1ae7e9c6cc8f5bd00
25,0010dedd556712d7bb69a19cb7bbd37a
26,00119ff934e539cf26f92b9ef0cdfed8
27,0011d82c4b53e22e84023405fb467e57
28,00125cb692d04887809806618a2a145f
29,00130c0eee84a3d909e75bc08c5c3ca1
30,0013503b13da1eac686219390b7d641b
31,00137e170939bba5a3134e2386413108
32,001427c0ec99cf8af737bd88e92fd444
33,00143d0f86d6fbd9f9b38ab440ac16f5
34,0014ae671de39511f7575066200733b7
35,0015ebb40fb17286bea51d4607c4733c
36,00169e31ef4b29deaae414f9a5e95929
37,0016dfedd97fc2950e388d2971d718c7
38,0017afd5076e074a48f1f1a4c7bac9c5
39,001862358bf858722e1e2ae000cfed8b
40,0019c29108428acffd089c36103c9440
41,001ab0a7578dd66cd4b0a71f5b6e1e41
42,001ac194d4a326a6fa99b581e9a3d963
43,001b76dd48a5b1eee3e87778daa40df8
44,001c85b5f68d2be0cb0797afc9e8ce9a
45,001d8f0e34a38c37f7dba2a37d4eba8b
46,001daeb0eddc45b999bad0801ad9d273
47,001dbc16dc51075e987543d23a0507c7
48,001e7ba991be1b19605ca0316e7130f9
49,001e7cf2ad6bef3ade12ebc56ceaf0f3
50,0020262c8a370bd5a174ea6a2a267321
51,0020a222f55eb79a372d0efee3cca688
52,002175704e8b209f61b9ad5cfd92b60e
53,00229e4e43f7a7e0b9dd819ad43268d3
54,0025081dcf9330f9a5052ae82c6ce396
55,00254baeb6c932b0a8aeead91fbd02b5
56,00259a44fcad3fc0474329e925d14fc3
57,0025c5d1a8ca53a240ec2634bb4492ea
58,002611a77fe03d076285fd4ca95db77c
59,002691433f09002ac9ca0c4e8dbb8ead
